date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
2023-01-01,Gujarat,4-Wheelers,212,25859
2023-01-01,Haryana,4-Wheelers,141,25164
2023-01-01,Himachal Pradesh,4-Wheelers,5,4192
2023-01-01,Jammu and Kashmir,4-Wheelers,4,4245
2023-01-01,Jharkhand,4-Wheelers,41,5016
2023-01-01,Karnataka,4-Wheelers,587,26011
2023-01-01,Kerala,4-Wheelers,344,17267
2023-01-01,Madhya Pradesh,4-Wheelers,69,17945
2023-01-01,Maharashtra,4-Wheelers,827,44349
2023-01-01,Manipur,4-Wheelers,3,892
2023-01-01,Odisha,4-Wheelers,51,6278
2023-01-01,Puducherry,4-Wheelers,3,1004
2023-01-01,Rajasthan,4-Wheelers,155,18017
2023-01-01,Tamil Nadu,4-Wheelers,202,24430
2023-01-01,Uttar Pradesh,4-Wheelers,26,41439
2023-01-01,Uttarakhand,4-Wheelers,16,5040
2023-01-01,West Bengal,4-Wheelers,124,9141
2023-02-01,Andhra Pradesh,4-Wheelers,116,6628
2023-02-01,Assam,4-Wheelers,13,7029
2023-02-01,Bihar,4-Wheelers,46,6117
2023-02-01,Chandigarh,4-Wheelers,59,2061
2023-02-01,Chhattisgarh,4-Wheelers,73,4196
2023-02-01,DNH and DD,4-Wheelers,3,411
2023-02-01,Delhi,4-Wheelers,510,14823
2023-02-01,Goa,4-Wheelers,83,1760
2023-02-01,Gujarat,4-Wheelers,271,28856
2023-02-01,Haryana,4-Wheelers,175,19656
2023-02-01,Himachal Pradesh,4-Wheelers,21,3952
2023-02-01,Jammu and Kashmir,4-Wheelers,8,4449
2023-02-01,Jharkhand,4-Wheelers,33,4234
2023-02-01,Karnataka,4-Wheelers,616,21837
2023-02-01,Kerala,4-Wheelers,662,14603
2023-02-01,Madhya Pradesh,4-Wheelers,144,17295
2023-02-01,Maharashtra,4-Wheelers,1012,30727
2023-02-01,Manipur,4-Wheelers,5,756
2023-02-01,Odisha,4-Wheelers,60,5397
2023-02-01,Puducherry,4-Wheelers,3,703
2023-02-01,Punjab,4-Wheelers,18,11765
2023-02-01,Rajasthan,4-Wheelers,293,15819
2023-02-01,Tamil Nadu,4-Wheelers,307,18758
2023-02-01,Uttar Pradesh,4-Wheelers,60,32464
2023-02-01,Uttarakhand,4-Wheelers,23,3985
2023-02-01,West Bengal,4-Wheelers,142,8054
2023-03-01,Andhra Pradesh,4-Wheelers,173,7764
2023-03-01,Assam,4-Wheelers,20,8324
2023-03-01,Bihar,4-Wheelers,47,6322
2023-03-01,Chandigarh,4-Wheelers,131,2589
2023-03-01,Chhattisgarh,4-Wheelers,95,5119
2023-03-01,DNH and DD,4-Wheelers,2,485
2023-03-01,Delhi,4-Wheelers,1544,18638
2023-03-01,Goa,4-Wheelers,112,2439
2023-03-01,Gujarat,4-Wheelers,498,26082
2023-03-01,Haryana,4-Wheelers,477,21547
2023-03-01,Himachal Pradesh,4-Wheelers,7,3574
2023-03-01,Jammu and Kashmir,4-Wheelers,17,5388
2023-03-01,Jharkhand,4-Wheelers,52,4670
2023-03-01,Karnataka,4-Wheelers,1062,28169
2023-03-01,Kerala,4-Wheelers,1107,24727
2023-03-01,Madhya Pradesh,4-Wheelers,159,14745
2023-03-01,Maharashtra,4-Wheelers,1389,42854
2023-03-01,Odisha,4-Wheelers,74,6358
2023-03-01,Puducherry,4-Wheelers,4,999
2023-03-01,Punjab,4-Wheelers,13,12430
2023-03-01,Rajasthan,4-Wheelers,425,18370
2023-03-01,Tamil Nadu,4-Wheelers,571,22131
2023-03-01,Tripura,4-Wheelers,9,329
2023-03-01,Uttar Pradesh,4-Wheelers,431,34186
2023-03-01,Uttarakhand,4-Wheelers,48,4596
2023-03-01,West Bengal,4-Wheelers,352,8955
2023-04-01,Andhra Pradesh,4-Wheelers,225,7229
2023-04-01,Assam,4-Wheelers,20,7022
2023-04-01,Bihar,4-Wheelers,40,5840
2023-04-01,Chandigarh,4-Wheelers,62,2482
2023-04-01,Chhattisgarh,4-Wheelers,93,5558
2023-04-01,Delhi,4-Wheelers,551,14861
2023-04-01,Goa,4-Wheelers,57,1633
2023-04-01,Gujarat,4-Wheelers,537,28451
2023-04-01,Haryana,4-Wheelers,363,21914
2023-04-01,Himachal Pradesh,4-Wheelers,9,3880
2023-04-01,Jammu and Kashmir,4-Wheelers,4,3728
2023-04-01,Jharkhand,4-Wheelers,39,4281
2023-04-01,Karnataka,4-Wheelers,762,22368
2023-04-01,Kerala,4-Wheelers,637,9171
2023-04-01,Madhya Pradesh,4-Wheelers,95,10894
2023-04-01,Maharashtra,4-Wheelers,1139,35336
2023-04-01,Meghalaya,4-Wheelers,2,1094
2023-04-01,Odisha,4-Wheelers,84,5315
2023-04-01,Puducherry,4-Wheelers,5,735
2023-04-01,Punjab,4-Wheelers,22,9734
2023-04-01,Rajasthan,4-Wheelers,291,14377
2023-04-01,Tamil Nadu,4-Wheelers,399,18659
2023-04-01,Uttar Pradesh,4-Wheelers,364,32143
2023-04-01,Uttarakhand,4-Wheelers,47,4887
2023-04-01,West Bengal,4-Wheelers,152,7999
2023-05-01,Andhra Pradesh,4-Wheelers,216,8095
2023-05-01,Assam,4-Wheelers,30,6994
2023-05-01,Bihar,4-Wheelers,46,6865
2023-05-01,Chandigarh,4-Wheelers,83,2556
2023-05-01,Chhattisgarh,4-Wheelers,185,3785
2023-05-01,DNH and DD,4-Wheelers,4,416
2023-05-01,Delhi,4-Wheelers,787,16609
2023-05-01,Goa,4-Wheelers,85,1878
2023-05-01,Gujarat,4-Wheelers,710,25770
2023-05-01,Haryana,4-Wheelers,211,21218
2023-05-01,Himachal Pradesh,4-Wheelers,21,3565
2023-05-01,Jammu and Kashmir,4-Wheelers,14,5095
2023-05-01,Jharkhand,4-Wheelers,37,4755
2023-05-01,Karnataka,4-Wheelers,999,22601
2023-05-01,Kerala,4-Wheelers,954,14819
2023-05-01,Madhya Pradesh,4-Wheelers,136,12488
2023-05-01,Maharashtra,4-Wheelers,1137,35179
2023-05-01,Manipur,4-Wheelers,4,119
2023-05-01,Meghalaya,4-Wheelers,2,1027
2023-05-01,Odisha,4-Wheelers,105,5951
2023-05-01,Puducherry,4-Wheelers,6,943
2023-05-01,Punjab,4-Wheelers,63,11047
2023-05-01,Rajasthan,4-Wheelers,419,16157
2023-05-01,Tamil Nadu,4-Wheelers,529,20789
2023-05-01,Tripura,4-Wheelers,2,436
2023-05-01,Uttar Pradesh,4-Wheelers,472,34515
2023-05-01,Uttarakhand,4-Wheelers,61,4675
2023-05-01,West Bengal,4-Wheelers,322,8672
2023-06-01,Andhra Pradesh,4-Wheelers,156,6611
2023-06-01,Assam,4-Wheelers,28,6751
2023-06-01,Bihar,4-Wheelers,52,6134
2023-06-01,Chandigarh,4-Wheelers,77,2597
2023-06-01,Chhattisgarh,4-Wheelers,114,3650
2023-06-01,Delhi,4-Wheelers,935,15723
2023-06-01,Goa,4-Wheelers,75,1699
2023-06-01,Gujarat,4-Wheelers,698,24829
2023-06-01,Haryana,4-Wheelers,263,21135
2023-06-01,Himachal Pradesh,4-Wheelers,19,3448
2023-06-01,Jammu and Kashmir,4-Wheelers,18,4437
2023-06-01,Jharkhand,4-Wheelers,48,4320
2023-06-01,Karnataka,4-Wheelers,1142,24603
2023-06-01,Kerala,4-Wheelers,885,14389
2023-06-01,Madhya Pradesh,4-Wheelers,107,10927
2023-06-01,Maharashtra,4-Wheelers,1360,36069
2023-06-01,Meghalaya,4-Wheelers,2,950
2023-06-01,Odisha,4-Wheelers,89,5873
2023-06-01,Puducherry,4-Wheelers,8,910
2023-06-01,Punjab,4-Wheelers,76,10547
2023-06-01,Rajasthan,4-Wheelers,380,15534
2023-06-01,Tamil Nadu,4-Wheelers,572,22976
2023-06-01,Tripura,4-Wheelers,2,375
2023-06-01,Uttar Pradesh,4-Wheelers,393,30578
2023-06-01,Uttarakhand,4-Wheelers,42,4393
2023-06-01,West Bengal,4-Wheelers,247,8471
2023-07-01,Andaman & Nicobar Island,4-Wheelers,3,163
2023-07-01,Andhra Pradesh,4-Wheelers,157,6820
2023-07-01,Arunachal Pradesh,4-Wheelers,2,1069
2023-07-01,Assam,4-Wheelers,23,7381
2023-07-01,Bihar,4-Wheelers,58,5189
2023-07-01,Chandigarh,4-Wheelers,71,2326
2023-07-01,Chhattisgarh,4-Wheelers,94,3346
2023-07-01,DNH and DD,4-Wheelers,4,391
2023-07-01,Delhi,4-Wheelers,831,15285
2023-07-01,Goa,4-Wheelers,84,1739
2023-07-01,Gujarat,4-Wheelers,692,27755
2023-07-01,Haryana,4-Wheelers,92,11915
2023-07-01,Himachal Pradesh,4-Wheelers,12,3956
2023-07-01,Jammu and Kashmir,4-Wheelers,11,4435
2023-07-01,Jharkhand,4-Wheelers,31,4010
2023-07-01,Karnataka,4-Wheelers,1221,23154
2023-07-01,Kerala,4-Wheelers,871,14002
2023-07-01,Madhya Pradesh,4-Wheelers,138,10811
2023-07-01,Maharashtra,4-Wheelers,1103,36082
2023-07-01,Manipur,4-Wheelers,6,427
2023-07-01,Meghalaya,4-Wheelers,3,1030
2023-07-01,Odisha,4-Wheelers,134,5745
2023-07-01,Puducherry,4-Wheelers,7,809
2023-07-01,Punjab,4-Wheelers,92,10766
2023-07-01,Rajasthan,4-Wheelers,405,14064
2023-07-01,Tamil Nadu,4-Wheelers,630,20553
2023-07-01,Tripura,4-Wheelers,2,578
2023-07-01,Uttar Pradesh,4-Wheelers,420,29214
2023-07-01,Uttarakhand,4-Wheelers,53,4216
2023-07-01,West Bengal,4-Wheelers,179,8111
2023-08-01,Andaman & Nicobar Island,4-Wheelers,3,183
2023-08-01,Andhra Pradesh,4-Wheelers,104,7397
2023-08-01,Arunachal Pradesh,4-Wheelers,4,1121
2023-08-01,Assam,4-Wheelers,27,7557
2023-08-01,Bihar,4-Wheelers,53,5334
2023-08-01,Chandigarh,4-Wheelers,80,1937
2023-08-01,Chhattisgarh,4-Wheelers,107,3859
2023-08-01,Delhi,4-Wheelers,440,15852
2023-08-01,Goa,4-Wheelers,98,2177
2023-08-01,Gujarat,4-Wheelers,512,25572
2023-08-01,Haryana,4-Wheelers,189,24414
2023-08-01,Himachal Pradesh,4-Wheelers,11,3975
2023-08-01,Jammu and Kashmir,4-Wheelers,15,4843
2023-08-01,Jharkhand,4-Wheelers,52,4040
2023-08-01,Karnataka,4-Wheelers,1196,28235
2023-08-01,Kerala,4-Wheelers,736,18189
2023-08-01,Madhya Pradesh,4-Wheelers,112,11479
2023-08-01,Maharashtra,4-Wheelers,1070,40169
2023-08-01,Manipur,4-Wheelers,6,458
2023-08-01,Meghalaya,4-Wheelers,3,1215
2023-08-01,Odisha,4-Wheelers,146,6282
2023-08-01,Puducherry,4-Wheelers,14,955
2023-08-01,Punjab,4-Wheelers,75,11493
2023-08-01,Rajasthan,4-Wheelers,396,14786
2023-08-01,Tamil Nadu,4-Wheelers,591,23537
2023-08-01,Tripura,4-Wheelers,2,466
2023-08-01,Uttar Pradesh,4-Wheelers,482,29829
2023-08-01,Uttarakhand,4-Wheelers,50,4283
2023-08-01,West Bengal,4-Wheelers,178,9101
2023-09-01,Andhra Pradesh,4-Wheelers,59,7044
2023-09-01,Arunachal Pradesh,4-Wheelers,4,1003
2023-09-01,Assam,4-Wheelers,23,8078
2023-09-01,Bihar,4-Wheelers,60,5210
2023-09-01,Chandigarh,4-Wheelers,54,1491
2023-09-01,Chhattisgarh,4-Wheelers,83,3993
2023-09-01,DNH and DD,4-Wheelers,6,468
2023-09-01,Delhi,4-Wheelers,380,15776
2023-09-01,Goa,4-Wheelers,69,2801
2023-09-01,Gujarat,4-Wheelers,633,36818
2023-09-01,Haryana,4-Wheelers,92,24045
2023-09-01,Himachal Pradesh,4-Wheelers,9,3683
2023-09-01,Jammu and Kashmir,4-Wheelers,9,4430
2023-09-01,Jharkhand,4-Wheelers,22,4600
2023-09-01,Karnataka,4-Wheelers,942,24184
2023-09-01,Kerala,4-Wheelers,773,21467
2023-09-01,Madhya Pradesh,4-Wheelers,117,11748
2023-09-01,Maharashtra,4-Wheelers,869,43063
2023-09-01,Meghalaya,4-Wheelers,3,1139
2023-09-01,Odisha,4-Wheelers,101,6354
2023-09-01,Puducherry,4-Wheelers,10,912
2023-09-01,Punjab,4-Wheelers,83,12368
2023-09-01,Rajasthan,4-Wheelers,375,16356
2023-09-01,Tamil Nadu,4-Wheelers,543,22461
2023-09-01,Tripura,4-Wheelers,3,470
2023-09-01,Uttar Pradesh,4-Wheelers,476,29087
2023-09-01,Uttarakhand,4-Wheelers,30,4234
2023-09-01,West Bengal,4-Wheelers,218,9011
2023-10-01,Andhra Pradesh,4-Wheelers,68,7743
2023-10-01,Arunachal Pradesh,4-Wheelers,2,1111
2023-10-01,Assam,4-Wheelers,24,9481
2023-10-01,Bihar,4-Wheelers,57,6068
2023-10-01,Chandigarh,4-Wheelers,71,1722
2023-10-01,Chhattisgarh,4-Wheelers,79,4920
2023-10-01,DNH and DD,4-Wheelers,12,620
2023-10-01,Delhi,4-Wheelers,519,16459
2023-10-01,Goa,4-Wheelers,87,2094
2023-10-01,Gujarat,4-Wheelers,670,42365
2023-10-01,Haryana,4-Wheelers,220,20543
2023-10-01,Himachal Pradesh,4-Wheelers,7,3066
2023-10-01,Jammu and Kashmir,4-Wheelers,10,4603
2023-10-01,Jharkhand,4-Wheelers,30,4837
2023-10-01,Karnataka,4-Wheelers,1154,25652
2023-10-01,Kerala,4-Wheelers,642,14522
2023-10-01,Madhya Pradesh,4-Wheelers,112,13646
2023-10-01,Maharashtra,4-Wheelers,1404,47126
2023-10-01,Manipur,4-Wheelers,2,272
2023-10-01,Odisha,4-Wheelers,130,8500
2023-10-01,Puducherry,4-Wheelers,7,990
2023-10-01,Punjab,4-Wheelers,94,11396
2023-10-01,Rajasthan,4-Wheelers,464,18951
2023-10-01,Tamil Nadu,4-Wheelers,556,28342
2023-10-01,Tripura,4-Wheelers,3,497
2023-10-01,Uttar Pradesh,4-Wheelers,512,33774
2023-10-01,Uttarakhand,4-Wheelers,34,4562
2023-10-01,West Bengal,4-Wheelers,238,9972
2023-11-01,Andhra Pradesh,4-Wheelers,98,8220
2023-11-01,Arunachal Pradesh,4-Wheelers,3,1226
2023-11-01,Assam,4-Wheelers,26,7960
2023-11-01,Bihar,4-Wheelers,50,9075
2023-11-01,Chandigarh,4-Wheelers,88,1805
2023-11-01,Chhattisgarh,4-Wheelers,99,5877
2023-11-01,DNH and DD,4-Wheelers,3,590
2023-11-01,Delhi,4-Wheelers,538,18675
2023-11-01,Goa,4-Wheelers,97,2521
2023-11-01,Gujarat,4-Wheelers,592,32601
2023-11-01,Haryana,4-Wheelers,215,22002
2023-11-01,Himachal Pradesh,4-Wheelers,15,4242
2023-11-01,Jammu and Kashmir,4-Wheelers,18,4981
2023-11-01,Jharkhand,4-Wheelers,40,6684
2023-11-01,Karnataka,4-Wheelers,822,26232
2023-11-01,Kerala,4-Wheelers,641,12551
2023-11-01,Madhya Pradesh,4-Wheelers,137,17166
2023-11-01,Maharashtra,4-Wheelers,1315,48131
2023-11-01,Manipur,4-Wheelers,2,246
2023-11-01,Meghalaya,4-Wheelers,2,1387
2023-11-01,Odisha,4-Wheelers,177,7105
2023-11-01,Puducherry,4-Wheelers,11,990
2023-11-01,Punjab,4-Wheelers,128,12992
2023-11-01,Rajasthan,4-Wheelers,539,24386
2023-11-01,Tamil Nadu,4-Wheelers,599,19015
2023-11-01,Tripura,4-Wheelers,2,657
2023-11-01,Uttar Pradesh,4-Wheelers,446,42692
2023-11-01,Uttarakhand,4-Wheelers,47,5398
2023-11-01,West Bengal,4-Wheelers,290,9743
2023-12-01,Andaman & Nicobar Island,4-Wheelers,2,175
2023-12-01,Andhra Pradesh,4-Wheelers,130,7155
2023-12-01,Arunachal Pradesh,4-Wheelers,2,1137
2023-12-01,Assam,4-Wheelers,30,8111
2023-12-01,Bihar,4-Wheelers,59,4788
2023-12-01,Chandigarh,4-Wheelers,130,1496
2023-12-01,Chhattisgarh,4-Wheelers,93,3575
2023-12-01,DNH and DD,4-Wheelers,5,488
2023-12-01,Delhi,4-Wheelers,811,16567
2023-12-01,Goa,4-Wheelers,71,1859
2023-12-01,Gujarat,4-Wheelers,548,26023
2023-12-01,Haryana,4-Wheelers,218,23698
2023-12-01,Himachal Pradesh,4-Wheelers,16,5710
2023-12-01,Jammu and Kashmir,4-Wheelers,15,4531
2023-12-01,Jharkhand,4-Wheelers,27,4375
2023-12-01,Karnataka,4-Wheelers,1155,22859
2023-12-01,Kerala,4-Wheelers,736,13811
2023-12-01,Madhya Pradesh,4-Wheelers,134,9736
2023-12-01,Maharashtra,4-Wheelers,1125,32212
2023-12-01,Manipur,4-Wheelers,2,206
2023-12-01,Odisha,4-Wheelers,186,7280
2023-12-01,Puducherry,4-Wheelers,12,860
2023-12-01,Punjab,4-Wheelers,116,13632
2023-12-01,Rajasthan,4-Wheelers,348,13082
2023-12-01,Tamil Nadu,4-Wheelers,520,19246
2023-12-01,Tripura,4-Wheelers,4,489
2023-12-01,Uttar Pradesh,4-Wheelers,498,29434
2023-12-01,Uttarakhand,4-Wheelers,37,5430
2023-12-01,West Bengal,4-Wheelers,160,8435
2024-01-01,Uttar Pradesh,4-Wheelers,399,44334
2024-01-01,Maharashtra,4-Wheelers,1289,50156
2024-01-01,Karnataka,4-Wheelers,1080,30770
2024-01-01,Tamil Nadu,4-Wheelers,626,28455
2024-01-01,Bihar,4-Wheelers,58,6824
2024-01-01,Kerala,4-Wheelers,734,164
2024-01-01,Rajasthan,4-Wheelers,498,21747
2024-01-01,Delhi,4-Wheelers,1345,21520
2024-01-01,Madhya Pradesh,4-Wheelers,172,19326
2024-01-01,Gujarat,4-Wheelers,494,33379
2024-01-01,Odisha,4-Wheelers,150,7500
2024-01-01,Assam,4-Wheelers,21,7242
2024-01-01,Haryana,4-Wheelers,282,28776
2024-01-01,Chhattisgarh,4-Wheelers,91,4946
2024-01-01,West Bengal,4-Wheelers,184,10223
2024-01-01,Punjab,4-Wheelers,105,15000
2024-01-01,Andhra Pradesh,4-Wheelers,123,8483
2024-01-01,Jharkhand,4-Wheelers,29,4678
2024-01-01,Uttarakhand,4-Wheelers,49,5385
2024-01-01,Jammu and Kashmir,4-Wheelers,10,5264
2024-01-01,Goa,4-Wheelers,86,2331
2024-01-01,Chandigarh,4-Wheelers,101,1624
2024-01-01,Tripura,4-Wheelers,2,466
2024-01-01,Puducherry,4-Wheelers,10,1250
2024-01-01,Himachal Pradesh,4-Wheelers,13,4815
2024-01-01,DNH and DD,4-Wheelers,3,527
2024-01-01,Manipur,4-Wheelers,7,433
2024-01-01,Arunachal Pradesh,4-Wheelers,5,1174
2024-02-01,Uttar Pradesh,4-Wheelers,394,37170
2024-02-01,Maharashtra,4-Wheelers,1227,36302
2024-02-01,Karnataka,4-Wheelers,923,24812
2024-02-01,Tamil Nadu,4-Wheelers,595,23063
2024-02-01,Rajasthan,4-Wheelers,517,19149
2024-02-01,Bihar,4-Wheelers,71,6762
2024-02-01,Madhya Pradesh,4-Wheelers,146,18025
2024-02-01,Kerala,4-Wheelers,684,12281
2024-02-01,Gujarat,4-Wheelers,510,25758
2024-02-01,Delhi,4-Wheelers,596,17898
2024-02-01,Assam,4-Wheelers,24,6858
2024-02-01,Odisha,4-Wheelers,203,6305
2024-02-01,Chhattisgarh,4-Wheelers,99,4125
2024-02-01,Punjab,4-Wheelers,111,14051
2024-02-01,Andhra Pradesh,4-Wheelers,128,6125
2024-02-01,Haryana,4-Wheelers,312,26000
2024-02-01,West Bengal,4-Wheelers,185,8487
2024-02-01,Jharkhand,4-Wheelers,42,4667
2024-02-01,Uttarakhand,4-Wheelers,60,5826
2024-02-01,Jammu and Kashmir,4-Wheelers,24,4211
2024-02-01,Goa,4-Wheelers,99,1772
2024-02-01,Tripura,4-Wheelers,5,538
2024-02-01,Chandigarh,4-Wheelers,84,1321
2024-02-01,Puducherry,4-Wheelers,16,1177
2024-02-01,Himachal Pradesh,4-Wheelers,11,4584
2024-02-01,Manipur,4-Wheelers,7,310
2024-02-01,DNH and DD,4-Wheelers,5,444
2024-02-01,Meghalaya,4-Wheelers,4,1261
2024-02-01,Arunachal Pradesh,4-Wheelers,4,1184
2024-03-01,Maharashtra,4-Wheelers,1079,36826
2024-03-01,Uttar Pradesh,4-Wheelers,389,34425
2024-03-01,Karnataka,4-Wheelers,1482,26751
2024-03-01,Tamil Nadu,4-Wheelers,749,22095
2024-03-01,Rajasthan,4-Wheelers,493,16942
2024-03-01,Delhi,4-Wheelers,897,15905
2024-03-01,Kerala,4-Wheelers,876,13861
2024-03-01,Gujarat,4-Wheelers,661,25424
2024-03-01,Bihar,4-Wheelers,99,6972
2024-03-01,Madhya Pradesh,4-Wheelers,143,14743
2024-03-01,Andhra Pradesh,4-Wheelers,366,7838
2024-03-01,Assam,4-Wheelers,53,7465
2024-03-01,Chhattisgarh,4-Wheelers,120,4348
2024-03-01,Punjab,4-Wheelers,132,14348
2024-03-01,West Bengal,4-Wheelers,495,8089
2024-03-01,Haryana,4-Wheelers,305,23644
2024-03-01,Jharkhand,4-Wheelers,52,4483
2024-03-01,Goa,4-Wheelers,123,1730
2024-03-01,Uttarakhand,4-Wheelers,51,4812
2024-03-01,Jammu and Kashmir,4-Wheelers,18,4500
2024-03-01,Tripura,4-Wheelers,3,556
2024-03-01,Chandigarh,4-Wheelers,119,1294
2024-03-01,Puducherry,4-Wheelers,5,1042
2024-03-01,Meghalaya,4-Wheelers,3,1200
2024-03-01,Himachal Pradesh,4-Wheelers,17,4147
2024-03-01,DNH and DD,4-Wheelers,4,429
2024-03-01,Manipur,4-Wheelers,2,370
2021-04-01,Andhra Pradesh,2-Wheelers,436,63444
2021-04-01,Assam,2-Wheelers,7,30344
2021-04-01,Bihar,2-Wheelers,47,81056
2021-04-01,Chandigarh,2-Wheelers,6,1200
2021-04-01,Chhattisgarh,2-Wheelers,36,10274
2021-04-01,Delhi,2-Wheelers,272,14233
2021-04-01,Goa,2-Wheelers,36,3374
2021-04-01,Gujarat,2-Wheelers,98,49005
2021-04-01,Haryana,2-Wheelers,101,31078
2021-04-01,Himachal Pradesh,2-Wheelers,9,4360
2021-04-01,Jammu and Kashmir,2-Wheelers,22,6874
2021-04-01,Jharkhand,2-Wheelers,80,26969
2021-04-01,Karnataka,2-Wheelers,1549,59979
2021-04-01,Kerala,2-Wheelers,379,57624
2021-04-01,Madhya Pradesh,2-Wheelers,126,29491
2021-04-01,Maharashtra,2-Wheelers,428,45515
2021-04-01,Manipur,2-Wheelers,2,3048
2021-04-01,Odisha,2-Wheelers,191,36953
2021-04-01,Puducherry,2-Wheelers,18,2581
2021-04-01,Punjab,2-Wheelers,9,24348
2021-04-01,Rajasthan,2-Wheelers,325,48828
2021-04-01,Tamil Nadu,2-Wheelers,1297,107658
2021-04-01,Uttar Pradesh,2-Wheelers,171,137840
2021-04-01,Uttarakhand,2-Wheelers,34,7607
2021-04-01,West Bengal,2-Wheelers,9,65885
2021-05-01,Andhra Pradesh,2-Wheelers,201,41370
2021-05-01,Bihar,2-Wheelers,8,55276
2021-05-01,Chhattisgarh,2-Wheelers,6,5280
2021-05-01,Goa,2-Wheelers,27,379
2021-05-01,Gujarat,2-Wheelers,106,33419
2021-05-01,Haryana,2-Wheelers,17,7315
2021-05-01,Himachal Pradesh,2-Wheelers,4,1721
2021-05-01,Jammu and Kashmir,2-Wheelers,50,1916
2021-05-01,Jharkhand,2-Wheelers,39,21680
2021-05-01,Karnataka,2-Wheelers,140,4942
2021-05-01,Kerala,2-Wheelers,95,6675
2021-05-01,Maharashtra,2-Wheelers,189,16627
2021-05-01,Odisha,2-Wheelers,28,5900
2021-05-01,Puducherry,2-Wheelers,3,314
2021-05-01,Punjab,2-Wheelers,21,14366
2021-05-01,Rajasthan,2-Wheelers,33,18802
2021-05-01,Tamil Nadu,2-Wheelers,237,17837
2021-05-01,Uttar Pradesh,2-Wheelers,25,147458
2021-05-01,Uttarakhand,2-Wheelers,6,2957
2021-05-01,West Bengal,2-Wheelers,6,28906
2021-06-01,Andhra Pradesh,2-Wheelers,369,53867
2021-06-01,Assam,2-Wheelers,6,22586
2021-06-01,Bihar,2-Wheelers,67,100771
2021-06-01,Chandigarh,2-Wheelers,2,1314
2021-06-01,Chhattisgarh,2-Wheelers,138,31808
2021-06-01,DNH and DD,2-Wheelers,2,627
2021-06-01,Delhi,2-Wheelers,205,22186
2021-06-01,Goa,2-Wheelers,17,1533
2021-06-01,Gujarat,2-Wheelers,207,59121
2021-06-01,Haryana,2-Wheelers,74,31957
2021-06-01,Himachal Pradesh,2-Wheelers,25,5098
2021-06-01,Jammu and Kashmir,2-Wheelers,87,8677
2021-06-01,Jharkhand,2-Wheelers,42,33533
2021-06-01,Karnataka,2-Wheelers,560,19402
2021-06-01,Kerala,2-Wheelers,184,17828
2021-06-01,Madhya Pradesh,2-Wheelers,227,90928
2021-06-01,Maharashtra,2-Wheelers,891,75098
2021-06-01,Odisha,2-Wheelers,147,23193
2021-06-01,Puducherry,2-Wheelers,31,2559
2021-06-01,Punjab,2-Wheelers,71,23393
2021-06-01,Rajasthan,2-Wheelers,515,59809
2021-06-01,Tamil Nadu,2-Wheelers,660,45197
2021-06-01,Uttar Pradesh,2-Wheelers,92,264409
2021-06-01,Uttarakhand,2-Wheelers,37,9766
2021-06-01,West Bengal,2-Wheelers,12,67354
2021-07-01,Andhra Pradesh,2-Wheelers,811,58165
2021-07-01,Assam,2-Wheelers,22,22521
2021-07-01,Bihar,2-Wheelers,189,70562
2021-07-01,Chandigarh,2-Wheelers,11,1286
2021-07-01,Chhattisgarh,2-Wheelers,253,30642
2021-07-01,DNH and DD,2-Wheelers,3,704
2021-07-01,Delhi,2-Wheelers,818,24955
2021-07-01,Goa,2-Wheelers,64,1694
2021-07-01,Gujarat,2-Wheelers,358,68641
2021-07-01,Haryana,2-Wheelers,134,24476
2021-07-01,Himachal Pradesh,2-Wheelers,18,6543
2021-07-01,Jammu and Kashmir,2-Wheelers,203,10104
2021-07-01,Jharkhand,2-Wheelers,108,29512
2021-07-01,Karnataka,2-Wheelers,3384,84001
2021-07-01,Kerala,2-Wheelers,456,41455
2021-07-01,Madhya Pradesh,2-Wheelers,469,99094
2021-07-01,Maharashtra,2-Wheelers,2101,146083
2021-07-01,Odisha,2-Wheelers,324,38080
2021-07-01,Puducherry,2-Wheelers,38,3592
2021-07-01,Punjab,2-Wheelers,318,27261
2021-07-01,Rajasthan,2-Wheelers,1378,67308
2021-07-01,Tamil Nadu,2-Wheelers,2801,122808
2021-07-01,Uttar Pradesh,2-Wheelers,303,215180
2021-07-01,Uttarakhand,2-Wheelers,76,12268
2021-07-01,West Bengal,2-Wheelers,36,76665
2021-08-01,Andhra Pradesh,2-Wheelers,666,58473
2021-08-01,Assam,2-Wheelers,26,25097
2021-08-01,Bihar,2-Wheelers,191,54618
2021-08-01,Chandigarh,2-Wheelers,19,1380
2021-08-01,Chhattisgarh,2-Wheelers,238,27491
2021-08-01,DNH and DD,2-Wheelers,2,584
2021-08-01,Delhi,2-Wheelers,995,26069
2021-08-01,Goa,2-Wheelers,22,2316
2021-08-01,Gujarat,2-Wheelers,584,54721
2021-08-01,Haryana,2-Wheelers,441,30342
2021-08-01,Himachal Pradesh,2-Wheelers,32,5430
2021-08-01,Jammu and Kashmir,2-Wheelers,122,9978
2021-08-01,Jharkhand,2-Wheelers,137,26589
2021-08-01,Karnataka,2-Wheelers,3319,79751
2021-08-01,Kerala,2-Wheelers,598,52507
2021-08-01,Madhya Pradesh,2-Wheelers,457,67859
2021-08-01,Maharashtra,2-Wheelers,2419,119076
2021-08-01,Odisha,2-Wheelers,485,33821
